Timestamp,Maintenance Type,Duration (hours),Downtime (hours)
2020-06-30 15:24:42.988298830,Preventive,9,31
2020-06-30 18:54:58.649864986,Corrective,5,5
2020-06-30 22:25:14.311431142,Corrective,6,8
2020-07-01 01:55:29.972997300,Corrective,21,31
2020-07-01 05:25:45.634563456,Corrective,17,3
2020-07-01 08:56:01.296129612,Routine,20,5
2020-07-01 12:26:16.957695770,Routine,7,23
2020-07-01 15:56:32.619261926,Routine,14,9
2020-07-01 19:26:48.280828082,Corrective,19,37
2020-07-01 22:57:03.942394238,Preventive,17,16
2020-07-02 02:27:19.603960396,Corrective,5,25
2020-07-02 05:57:35.265526552,Preventive,5,34
2020-07-02 09:27:50.927092708,Corrective,4,43
2020-07-02 12:58:06.588658866,Routine,7,1
2020-07-02 16:28:22.250225022,Routine,4,47
2020-07-02 19:58:37.911791178,Preventive,22,20
2020-07-02 23:28:53.573357336,Preventive,17,15
2020-07-03 02:59:09.234923492,Corrective,5,18
2020-07-03 06:29:24.896489648,Routine,22,12
2020-07-03 09:59:40.558055806,Routine,12,45
2020-07-03 13:29:56.219621962,Preventive,13,5
2020-07-03 17:00:11.881188118,Preventive,14,39
2020-07-03 20:30:27.542754274,Preventive,4,37
2020-07-04 00:00:43.204320432,Routine,21,14
2020-07-04 03:30:58.865886588,Preventive,21,23
2020-07-04 07:01:14.527452744,Preventive,16,41
2020-07-04 10:31:30.189018902,Routine,17,21
2020-07-04 14:01:45.850585058,Corrective,13,13
2020-07-04 17:32:01.512151214,Routine,10,26
2020-07-04 21:02:17.173717372,Corrective,5,35
2020-07-05 00:32:32.835283528,Preventive,18,12
2020-07-05 04:02:48.496849684,Corrective,21,25
2020-07-05 07:33:04.158415842,Corrective,20,7
2020-07-05 11:03:19.819981998,Corrective,2,18
2020-07-05 14:33:35.481548154,Corrective,4,44
2020-07-05 18:03:51.143114310,Corrective,20,45
2020-07-05 21:34:06.804680468,Routine,7,14
2020-07-06 01:04:22.466246624,Routine,22,0
2020-07-06 04:34:38.127812780,Routine,1,24
2020-07-06 08:04:53.789378938,Routine,5,46
2020-07-06 11:35:09.450945094,Routine,15,38
2020-07-06 15:05:25.112511250,Corrective,8,42
2020-07-06 18:35:40.774077408,Corrective,3,33
2020-07-06 22:05:56.435643564,Preventive,13,34
2020-07-07 01:36:12.097209720,Routine,19,9
2020-07-07 05:06:27.758775878,Preventive,11,33
2020-07-07 08:36:43.420342034,Corrective,17,14
2020-07-07 12:06:59.081908190,Preventive,15,43
2020-07-07 15:37:14.743474346,Routine,15,10
2020-07-07 19:07:30.405040504,Corrective,19,7
2020-07-07 22:37:46.066606660,Corrective,10,27
2020-07-08 02:08:01.728172816,Preventive,17,47
2020-07-08 05:38:17.389738974,Routine,11,31
2020-07-08 09:08:33.051305130,Routine,2,36
2020-07-08 12:38:48.712871286,Preventive,8,46
2020-07-08 16:09:04.374437444,Corrective,9,44
2020-07-08 19:39:20.036003600,Routine,12,24
2020-07-08 23:09:35.697569756,Routine,21,36
2020-07-09 02:39:51.359135914,Corrective,13,19
2020-07-09 06:10:07.020702070,Routine,16,7
2020-07-09 09:40:22.682268226,Preventive,23,12
2020-07-09 13:10:38.343834382,Routine,8,12
2020-07-09 16:40:54.005400540,Corrective,4,12
2020-07-09 20:11:09.666966696,Preventive,20,39
2020-07-09 23:41:25.328532852,Routine,16,12
2020-07-10 03:11:40.990099010,Corrective,3,4
2020-07-10 06:41:56.651665166,Corrective,22,14
2020-07-10 10:12:12.313231322,Routine,4,16
2020-07-10 13:42:27.974797480,Preventive,13,44
2020-07-10 17:12:43.636363636,Preventive,13,32
2020-07-10 20:42:59.297929792,Corrective,23,20
2020-07-11 00:13:14.959495950,Routine,12,34
2020-07-11 03:43:30.621062106,Corrective,12,28
2020-07-11 07:13:46.282628262,Preventive,12,36
2020-07-11 10:44:01.944194418,Routine,11,2
2020-07-11 14:14:17.605760576,Routine,13,19
2020-07-11 17:44:33.267326732,Corrective,2,19
2020-07-11 21:14:48.928892888,Preventive,17,4
2020-07-12 00:45:04.590459046,Corrective,21,2
2020-07-12 04:15:20.252025202,Routine,18,34
2020-07-12 07:45:35.913591358,Routine,21,32
2020-07-12 11:15:51.575157516,Routine,1,25
2020-07-12 14:46:07.236723672,Corrective,12,6
2020-07-12 18:16:22.898289828,Preventive,14,3
2020-07-12 21:46:38.559855986,Corrective,23,43
2020-07-13 01:16:54.221422142,Corrective,20,33
2020-07-13 04:47:09.882988298,Routine,6,10
2020-07-13 08:17:25.544554454,Corrective,21,16
2020-07-13 11:47:41.206120612,Corrective,16,45
2020-07-13 15:17:56.867686768,Corrective,17,0
2020-07-13 18:48:12.529252924,Routine,2,32
2020-07-13 22:18:28.190819082,Preventive,13,47
2020-07-14 01:48:43.852385238,Corrective,13,18
2020-07-14 05:18:59.513951394,Corrective,17,8
2020-07-14 08:49:15.175517552,Routine,14,24
2020-07-14 12:19:30.837083708,Routine,13,35
2020-07-14 15:49:46.498649864,Preventive,11,36
2020-07-14 19:20:02.160216022,Routine,1,27
2020-07-14 22:50:17.821782178,Corrective,22,46
2020-07-15 02:20:33.483348334,Routine,2,45
2020-07-15 05:50:49.144914490,Routine,19,20
2020-07-15 09:21:04.806480648,Routine,18,33
2020-07-15 12:51:20.468046804,Corrective,4,6
2020-07-15 16:21:36.129612960,Corrective,19,3
2020-07-15 19:51:51.791179118,Preventive,20,6
2020-07-15 23:22:07.452745274,Corrective,21,36
2020-07-16 02:52:23.114311430,Routine,17,35
2020-07-16 06:22:38.775877588,Preventive,16,6
2020-07-16 09:52:54.437443744,Preventive,3,15
2020-07-16 13:23:10.099009900,Routine,7,33
2020-07-16 16:53:25.760576058,Routine,10,25
2020-07-16 20:23:41.422142214,Corrective,22,28
2020-07-16 23:53:57.083708370,Routine,6,25
2020-07-17 03:24:12.745274526,Corrective,16,43
2020-07-17 06:54:28.406840684,Corrective,15,16
2020-07-17 10:24:44.068406840,Corrective,21,2
2020-07-17 13:54:59.729972996,Routine,22,11
2020-07-17 17:25:15.391539154,Corrective,9,39
2020-07-17 20:55:31.053105310,Corrective,19,12
2020-07-18 00:25:46.714671466,Corrective,8,42
2020-07-18 03:56:02.376237624,Corrective,20,36
2020-07-18 07:26:18.037803780,Corrective,19,3
2020-07-18 10:56:33.699369936,Routine,13,42
2020-07-18 14:26:49.360936094,Preventive,4,28
2020-07-18 17:57:05.022502250,Routine,8,40
2020-07-18 21:27:20.684068406,Routine,3,27
2020-07-19 00:57:36.345634562,Preventive,9,35
2020-07-19 04:27:52.007200720,Routine,1,43
2020-07-19 07:58:07.668766876,Routine,6,26
2020-07-19 11:28:23.330333032,Corrective,19,27
2020-07-19 14:58:38.991899190,Routine,12,30
2020-07-19 18:28:54.653465346,Preventive,14,33
2020-07-19 21:59:10.315031502,Routine,3,0
2020-07-20 01:29:25.976597660,Corrective,2,37
2020-07-20 04:59:41.638163816,Corrective,20,33
2020-07-20 08:29:57.299729972,Corrective,10,20
2020-07-20 12:00:12.961296130,Corrective,13,21
2020-07-20 15:30:28.622862286,Routine,15,35
2020-07-20 19:00:44.284428442,Routine,5,34
2020-07-20 22:30:59.945994598,Routine,15,38
2020-07-21 02:01:15.607560756,Corrective,6,8
2020-07-21 05:31:31.269126912,Corrective,16,23
2020-07-21 09:01:46.930693068,Preventive,20,14
2020-07-21 12:32:02.592259226,Corrective,13,19
2020-07-21 16:02:18.253825382,Corrective,21,1
2020-07-21 19:32:33.915391538,Corrective,20,33
2020-07-21 23:02:49.576957696,Preventive,23,44
2020-07-22 02:33:05.238523852,Corrective,23,14
2020-07-22 06:03:20.900090008,Routine,5,29
2020-07-22 09:33:36.561656166,Corrective,7,29
2020-07-22 13:03:52.223222322,Routine,6,10
2020-07-22 16:34:07.884788478,Preventive,2,28
2020-07-22 20:04:23.546354634,Preventive,18,25
2020-07-22 23:34:39.207920792,Routine,14,11
2020-07-23 03:04:54.869486948,Preventive,23,10
2020-07-23 06:35:10.531053104,Routine,13,12
2020-07-23 10:05:26.192619262,Routine,19,36
2020-07-23 13:35:41.854185418,Routine,12,3
2020-07-23 17:05:57.515751574,Preventive,16,32
2020-07-23 20:36:13.177317732,Preventive,23,19
2020-07-24 00:06:28.838883888,Preventive,8,33
2020-07-24 03:36:44.500450044,Routine,14,16
2020-07-24 07:07:00.162016202,Routine,22,32
2020-07-24 10:37:15.823582358,Corrective,23,9
2020-07-24 14:07:31.485148514,Corrective,14,10
2020-07-24 17:37:47.146714670,Corrective,8,43
2020-07-24 21:08:02.808280828,Routine,13,30
2020-07-25 00:38:18.469846984,Routine,13,33
2020-07-25 04:08:34.131413140,Preventive,16,44
2020-07-25 07:38:49.792979298,Routine,17,0
2020-07-25 11:09:05.454545454,Corrective,9,0
2020-07-25 14:39:21.116111610,Corrective,11,44
2020-07-25 18:09:36.777677768,Preventive,7,25
2020-07-25 21:39:52.439243924,Corrective,15,16
2020-07-26 01:10:08.100810080,Routine,9,20
2020-07-26 04:40:23.762376238,Corrective,21,16
2020-07-26 08:10:39.423942394,Corrective,3,14
2020-07-26 11:40:55.085508550,Corrective,4,8
2020-07-26 15:11:10.747074706,Preventive,22,1
2020-07-26 18:41:26.408640864,Corrective,14,36
2020-07-26 22:11:42.070207020,Routine,13,5
2020-07-27 01:41:57.731773176,Corrective,5,21
2020-07-27 05:12:13.393339334,Corrective,20,23
2020-07-27 08:42:29.054905490,Corrective,19,6
2020-07-27 12:12:44.716471648,Routine,11,11
2020-07-27 15:43:00.378037804,Routine,7,40
2020-07-27 19:13:16.039603960,Preventive,6,29
2020-07-27 22:43:31.701170116,Routine,17,16
2020-07-28 02:13:47.362736272,Corrective,3,3
2020-07-28 05:44:03.024302428,Routine,18,46
2020-07-28 09:14:18.685868588,Routine,12,44
2020-07-28 12:44:34.347434744,Routine,6,9
2020-07-28 16:14:50.009000900,Corrective,6,35
2020-07-28 19:45:05.670567056,Routine,23,24
2020-07-28 23:15:21.332133212,Preventive,14,13
2020-07-29 02:45:36.993699368,Preventive,23,2
2020-07-29 06:15:52.655265524,Preventive,3,31
2020-07-29 09:46:08.316831684,Corrective,21,2
2020-07-29 13:16:23.978397840,Routine,21,27
2020-07-29 16:46:39.639963996,Corrective,5,4
2020-07-29 20:16:55.301530152,Preventive,23,5
2020-07-29 23:47:10.963096308,Routine,9,42
2020-07-30 03:17:26.624662464,Corrective,1,1
2020-07-30 06:47:42.286228624,Preventive,4,29
2020-07-30 10:17:57.947794780,Corrective,5,40
2020-07-30 13:48:13.609360936,Preventive,14,32
2020-07-30 17:18:29.270927092,Corrective,17,28
2020-07-30 20:48:44.932493248,Corrective,3,24
2020-07-31 00:19:00.594059404,Preventive,17,47
2020-07-31 03:49:16.255625560,Corrective,22,21
2020-07-31 07:19:31.917191720,Preventive,17,7
2020-07-31 10:49:47.578757876,Corrective,16,20
2020-07-31 14:20:03.240324032,Preventive,4,19
2020-07-31 17:50:18.901890188,Preventive,4,6
2020-07-31 21:20:34.563456344,Preventive,2,5
2020-08-01 00:50:50.225022500,Preventive,23,20
2020-08-01 04:21:05.886588660,Preventive,18,24
2020-08-01 07:51:21.548154816,Corrective,17,21
2020-08-01 11:21:37.209720972,Preventive,10,31
2020-08-01 14:51:52.871287128,Corrective,16,10
2020-08-01 18:22:08.532853284,Corrective,21,5
2020-08-01 21:52:24.194419440,Preventive,5,3
2020-08-02 01:22:39.855985596,Routine,16,12
2020-08-02 04:52:55.517551756,Preventive,7,25
2020-08-02 08:23:11.179117912,Preventive,5,9
2020-08-02 11:53:26.840684068,Corrective,1,31
2020-08-02 15:23:42.502250224,Routine,9,39
2020-08-02 18:53:58.163816380,Routine,12,40
2020-08-02 22:24:13.825382536,Routine,14,12
2020-08-03 01:54:29.486948696,Preventive,14,16
2020-08-03 05:24:45.148514852,Preventive,4,20
2020-08-03 08:55:00.810081008,Corrective,12,41
2020-08-03 12:25:16.471647164,Corrective,11,33
2020-08-03 15:55:32.133213320,Corrective,22,29
2020-08-03 19:25:47.794779476,Corrective,14,27
2020-08-03 22:56:03.456345632,Routine,10,14
2020-08-04 02:26:19.117911792,Preventive,21,41
2020-08-04 05:56:34.779477948,Preventive,21,17
2020-08-04 09:26:50.441044104,Preventive,14,1
2020-08-04 12:57:06.102610260,Preventive,7,25
2020-08-04 16:27:21.764176416,Corrective,13,31
2020-08-04 19:57:37.425742572,Preventive,16,17
2020-08-04 23:27:53.087308732,Corrective,11,46
2020-08-05 02:58:08.748874888,Preventive,11,41
2020-08-05 06:28:24.410441044,Routine,15,18
2020-08-05 09:58:40.072007200,Routine,9,13
2020-08-05 13:28:55.733573356,Preventive,6,5
2020-08-05 16:59:11.395139512,Preventive,7,9
2020-08-05 20:29:27.056705668,Corrective,10,1
2020-08-05 23:59:42.718271828,Routine,11,35
2020-08-06 03:29:58.379837984,Corrective,10,10
2020-08-06 07:00:14.041404140,Routine,10,39
2020-08-06 10:30:29.702970296,Preventive,13,30
2020-08-06 14:00:45.364536452,Corrective,23,19
2020-08-06 17:31:01.026102608,Routine,12,35
2020-08-06 21:01:16.687668768,Routine,7,35
2020-08-07 00:31:32.349234924,Routine,7,39
2020-08-07 04:01:48.010801080,Preventive,14,31
2020-08-07 07:32:03.672367236,Corrective,19,7
2020-08-07 11:02:19.333933392,Preventive,5,19
2020-08-07 14:32:34.995499548,Corrective,3,37
2020-08-07 18:02:50.657065704,Corrective,13,0
2020-08-07 21:33:06.318631864,Corrective,2,46
2020-08-08 01:03:21.980198020,Routine,20,10
2020-08-08 04:33:37.641764176,Preventive,4,25
2020-08-08 08:03:53.303330332,Preventive,1,35
2020-08-08 11:34:08.964896488,Corrective,21,1
2020-08-08 15:04:24.626462644,Routine,7,38
2020-08-08 18:34:40.288028804,Preventive,10,29
2020-08-08 22:04:55.949594960,Corrective,22,40
2020-08-09 01:35:11.611161116,Corrective,14,35
2020-08-09 05:05:27.272727272,Corrective,17,31
2020-08-09 08:35:42.934293428,Corrective,3,42
2020-08-09 12:05:58.595859584,Preventive,10,35
2020-08-09 15:36:14.257425740,Preventive,10,20
2020-08-09 19:06:29.918991900,Routine,17,25
2020-08-09 22:36:45.580558056,Preventive,20,2
2020-08-10 02:07:01.242124212,Preventive,18,47
2020-08-10 05:37:16.903690368,Routine,14,34
2020-08-10 09:07:32.565256524,Preventive,12,46
2020-08-10 12:37:48.226822680,Corrective,21,0
2020-08-10 16:08:03.888388840,Routine,7,2
2020-08-10 19:38:19.549954996,Corrective,15,4
2020-08-10 23:08:35.211521152,Preventive,18,22
2020-08-11 02:38:50.873087308,Corrective,19,16
2020-08-11 06:09:06.534653464,Corrective,2,46
2020-08-11 09:39:22.196219620,Preventive,9,9
2020-08-11 13:09:37.857785776,Corrective,20,6
2020-08-11 16:39:53.519351936,Corrective,19,16
2020-08-11 20:10:09.180918092,Preventive,6,3
2020-08-11 23:40:24.842484248,Corrective,22,4
2020-08-12 03:10:40.504050404,Routine,11,27
2020-08-12 06:40:56.165616560,Preventive,7,37
2020-08-12 10:11:11.827182716,Corrective,20,44
2020-08-12 13:41:27.488748876,Preventive,8,31
2020-08-12 17:11:43.150315032,Preventive,13,39
2020-08-12 20:41:58.811881188,Corrective,22,27
2020-08-13 00:12:14.473447344,Preventive,23,8
2020-08-13 03:42:30.135013500,Corrective,4,9
2020-08-13 07:12:45.796579656,Corrective,17,29
2020-08-13 10:43:01.458145812,Corrective,1,38
2020-08-13 14:13:17.119711972,Routine,19,35
2020-08-13 17:43:32.781278128,Corrective,3,21
2020-08-13 21:13:48.442844284,Corrective,10,47
2020-08-14 00:44:04.104410440,Corrective,15,47
2020-08-14 04:14:19.765976596,Preventive,11,35
2020-08-14 07:44:35.427542752,Routine,12,45
2020-08-14 11:14:51.089108912,Routine,16,7
2020-08-14 14:45:06.750675068,Routine,2,3
2020-08-14 18:15:22.412241224,Preventive,13,17
2020-08-14 21:45:38.073807380,Routine,16,29
2020-08-15 01:15:53.735373536,Routine,21,47
2020-08-15 04:46:09.396939692,Preventive,11,42
2020-08-15 08:16:25.058505848,Corrective,4,10
2020-08-15 11:46:40.720072008,Preventive,8,34
2020-08-15 15:16:56.381638164,Preventive,11,23
2020-08-15 18:47:12.043204320,Corrective,23,34
2020-08-15 22:17:27.704770476,Corrective,18,13
2020-08-16 01:47:43.366336632,Preventive,18,38
2020-08-16 05:17:59.027902788,Corrective,2,17
2020-08-16 08:48:14.689468948,Preventive,13,12
2020-08-16 12:18:30.351035104,Corrective,12,1
2020-08-16 15:48:46.012601260,Preventive,7,35
2020-08-16 19:19:01.674167416,Corrective,22,4
2020-08-16 22:49:17.335733572,Routine,18,0
2020-08-17 02:19:32.997299728,Preventive,7,9
2020-08-17 05:49:48.658865884,Corrective,6,28
2020-08-17 09:20:04.320432044,Corrective,15,15
2020-08-17 12:50:19.981998200,Corrective,1,21
2020-08-17 16:20:35.643564356,Preventive,4,13
2020-08-17 19:50:51.305130512,Preventive,10,34
2020-08-17 23:21:06.966696668,Routine,4,42
2020-08-18 02:51:22.628262824,Corrective,17,30
2020-08-18 06:21:38.289828984,Corrective,19,9
2020-08-18 09:51:53.951395140,Corrective,23,38
2020-08-18 13:22:09.612961296,Preventive,10,13
2020-08-18 16:52:25.274527452,Routine,10,44
2020-08-18 20:22:40.936093608,Corrective,11,24
2020-08-18 23:52:56.597659764,Corrective,22,10
2020-08-19 03:23:12.259225920,Routine,12,40
2020-08-19 06:53:27.920792080,Routine,17,14
2020-08-19 10:23:43.582358236,Corrective,18,42
2020-08-19 13:53:59.243924392,Corrective,16,13
2020-08-19 17:24:14.905490548,Corrective,22,46
2020-08-19 20:54:30.567056704,Routine,14,14
2020-08-20 00:24:46.228622860,Corrective,12,32
2020-08-20 03:55:01.890189020,Routine,14,25
2020-08-20 07:25:17.551755176,Corrective,12,42
2020-08-20 10:55:33.213321332,Preventive,4,17
2020-08-20 14:25:48.874887488,Routine,5,46
2020-08-20 17:56:04.536453644,Preventive,11,1
2020-08-20 21:26:20.198019800,Routine,2,30
2020-08-21 00:56:35.859585956,Preventive,1,26
2020-08-21 04:26:51.521152116,Routine,11,40
2020-08-21 07:57:07.182718272,Corrective,6,34
2020-08-21 11:27:22.844284428,Routine,22,34
2020-08-21 14:57:38.505850584,Preventive,14,4
2020-08-21 18:27:54.167416740,Corrective,2,1
2020-08-21 21:58:09.828982896,Preventive,6,30
2020-08-22 01:28:25.490549056,Preventive,8,16
2020-08-22 04:58:41.152115212,Preventive,15,38
2020-08-22 08:28:56.813681368,Routine,10,4
2020-08-22 11:59:12.475247524,Routine,1,31
2020-08-22 15:29:28.136813680,Routine,23,42
2020-08-22 18:59:43.798379836,Preventive,21,30
2020-08-22 22:29:59.459945992,Corrective,16,7
2020-08-23 02:00:15.121512152,Routine,15,16
2020-08-23 05:30:30.783078308,Corrective,6,7
2020-08-23 09:00:46.444644464,Routine,18,39
2020-08-23 12:31:02.106210620,Corrective,19,13
2020-08-23 16:01:17.767776776,Corrective,18,21
2020-08-23 19:31:33.429342932,Routine,15,3
2020-08-23 23:01:49.090909092,Routine,9,40
2020-08-24 02:32:04.752475248,Corrective,14,40
2020-08-24 06:02:20.414041404,Preventive,17,31
2020-08-24 09:32:36.075607560,Preventive,14,6
2020-08-24 13:02:51.737173716,Routine,16,45
2020-08-24 16:33:07.398739872,Preventive,22,34
2020-08-24 20:03:23.060306028,Preventive,13,42
2020-08-24 23:33:38.721872188,Corrective,1,39
2020-08-25 03:03:54.383438344,Routine,12,25
2020-08-25 06:34:10.045004500,Preventive,13,33
2020-08-25 10:04:25.706570656,Corrective,15,7
2020-08-25 13:34:41.368136812,Preventive,12,13
2020-08-25 17:04:57.029702968,Routine,7,1
2020-08-25 20:35:12.691269128,Routine,23,36
2020-08-26 00:05:28.352835284,Preventive,16,26
2020-08-26 03:35:44.014401440,Routine,12,14
2020-08-26 07:05:59.675967596,Corrective,18,26
2020-08-26 10:36:15.337533752,Corrective,8,42
2020-08-26 14:06:30.999099908,Corrective,22,21
2020-08-26 17:36:46.660666064,Preventive,12,1
2020-08-26 21:07:02.322232224,Routine,15,41
2020-08-27 00:37:17.983798380,Routine,11,11
2020-08-27 04:07:33.645364536,Routine,6,4
2020-08-27 07:37:49.306930692,Routine,8,20
2020-08-27 11:08:04.968496848,Routine,10,20
2020-08-27 14:38:20.630063004,Corrective,3,32
2020-08-27 18:08:36.291629164,Routine,2,34
2020-08-27 21:38:51.953195320,Corrective,20,17
2020-08-28 01:09:07.614761476,Preventive,19,31
2020-08-28 04:39:23.276327632,Preventive,10,4
2020-08-28 08:09:38.937893788,Routine,12,20
2020-08-28 11:39:54.599459944,Corrective,13,14
2020-08-28 15:10:10.261026100,Preventive,14,26
2020-08-28 18:40:25.922592260,Corrective,11,44
2020-08-28 22:10:41.584158416,Corrective,12,44
2020-08-29 01:40:57.245724572,Corrective,18,44
2020-08-29 05:11:12.907290728,Corrective,3,37
2020-08-29 08:41:28.568856884,Preventive,21,9
2020-08-29 12:11:44.230423040,Preventive,16,7
2020-08-29 15:41:59.891989200,Preventive,8,13
2020-08-29 19:12:15.553555356,Corrective,4,29
2020-08-29 22:42:31.215121512,Corrective,8,41
2020-08-30 02:12:46.876687668,Preventive,4,15
2020-08-30 05:43:02.538253824,Corrective,20,18
2020-08-30 09:13:18.199819980,Preventive,22,37
2020-08-30 12:43:33.861386136,Preventive,2,6
2020-08-30 16:13:49.522952296,Routine,12,27
2020-08-30 19:44:05.184518452,Corrective,3,26
2020-08-30 23:14:20.846084608,Routine,19,12
2020-08-31 02:44:36.507650764,Preventive,4,29
2020-08-31 06:14:52.169216920,Preventive,8,43
2020-08-31 09:45:07.830783076,Routine,2,47
2020-08-31 13:15:23.492349236,Preventive,5,19
2020-08-31 16:45:39.153915392,Preventive,11,22
2020-08-31 20:15:54.815481548,Preventive,17,5
2020-08-31 23:46:10.477047704,Corrective,4,22
2020-09-01 03:16:26.138613860,Preventive,17,13
2020-09-01 06:46:41.800180016,Preventive,22,46
2020-09-01 10:16:57.461746172,Routine,9,10
2020-09-01 13:47:13.123312332,Routine,8,6
2020-09-01 17:17:28.784878488,Routine,14,15
2020-09-01 20:47:44.446444644,Preventive,2,22
2020-09-02 00:18:00.108010800,Routine,13,3
2020-09-02 03:48:15.769576956,Corrective,1,44
2020-09-02 07:18:31.431143112,Routine,18,6
2020-09-02 10:48:47.092709272,Corrective,22,42
2020-09-02 14:19:02.754275428,Routine,14,14
2020-09-02 17:49:18.415841584,Routine,18,27
2020-09-02 21:19:34.077407740,Corrective,19,17
2020-09-03 00:49:49.738973896,Preventive,10,39
2020-09-03 04:20:05.400540052,Preventive,10,35
2020-09-03 07:50:21.062106208,Corrective,22,37
2020-09-03 11:20:36.723672368,Preventive,9,44
2020-09-03 14:50:52.385238524,Preventive,11,18
2020-09-03 18:21:08.046804680,Corrective,1,10
2020-09-03 21:51:23.708370836,Preventive,10,26
2020-09-04 01:21:39.369936992,Routine,7,3
2020-09-04 04:51:55.031503148,Corrective,5,0
2020-09-04 08:22:10.693069308,Corrective,9,46
2020-09-04 11:52:26.354635464,Preventive,14,10
2020-09-04 15:22:42.016201620,Routine,13,24
2020-09-04 18:52:57.677767776,Preventive,21,12
2020-09-04 22:23:13.339333932,Routine,8,36
2020-09-05 01:53:29.000900088,Corrective,14,45
2020-09-05 05:23:44.662466244,Routine,7,32
2020-09-05 08:54:00.324032404,Corrective,20,11
2020-09-05 12:24:15.985598560,Corrective,9,39
2020-09-05 15:54:31.647164716,Routine,18,23
2020-09-05 19:24:47.308730872,Routine,12,22
2020-09-05 22:55:02.970297028,Corrective,13,41
2020-09-06 02:25:18.631863184,Routine,11,3
2020-09-06 05:55:34.293429344,Preventive,8,2
2020-09-06 09:25:49.954995500,Corrective,6,26
2020-09-06 12:56:05.616561656,Preventive,2,0
2020-09-06 16:26:21.278127812,Corrective,10,29
2020-09-06 19:56:36.939693968,Corrective,18,36
2020-09-06 23:26:52.601260124,Preventive,14,34
2020-09-07 02:57:08.262826280,Routine,9,44
2020-09-07 06:27:23.924392440,Corrective,11,37
2020-09-07 09:57:39.585958596,Preventive,8,22
2020-09-07 13:27:55.247524752,Preventive,1,36
2020-09-07 16:58:10.909090908,Routine,1,25
2020-09-07 20:28:26.570657064,Routine,17,18
2020-09-07 23:58:42.232223220,Preventive,17,10
2020-09-08 03:28:57.893789380,Preventive,11,47
2020-09-08 06:59:13.555355536,Preventive,18,14
2020-09-08 10:29:29.216921692,Preventive,6,16
2020-09-08 13:59:44.878487848,Routine,19,47
2020-09-08 17:30:00.540054004,Preventive,19,14
2020-09-08 21:00:16.201620160,Preventive,17,7
2020-09-09 00:30:31.863186316,Routine,20,17
2020-09-09 04:00:47.524752476,Routine,22,5
2020-09-09 07:31:03.186318632,Corrective,23,21
2020-09-09 11:01:18.847884788,Preventive,20,44
2020-09-09 14:31:34.509450944,Corrective,23,37
2020-09-09 18:01:50.171017100,Routine,4,27
2020-09-09 21:32:05.832583256,Routine,22,40
2020-09-10 01:02:21.494149416,Preventive,5,6
2020-09-10 04:32:37.155715572,Preventive,23,35
2020-09-10 08:02:52.817281728,Preventive,3,35
2020-09-10 11:33:08.478847884,Routine,11,17
2020-09-10 15:03:24.140414040,Corrective,16,19
2020-09-10 18:33:39.801980196,Corrective,19,14
2020-09-10 22:03:55.463546352,Preventive,20,13
2020-09-11 01:34:11.125112512,Corrective,13,27
2020-09-11 05:04:26.786678668,Corrective,4,22
2020-09-11 08:34:42.448244824,Routine,18,32
2020-09-11 12:04:58.109810980,Preventive,19,5
2020-09-11 15:35:13.771377136,Preventive,5,13
2020-09-11 19:05:29.432943292,Routine,18,41
2020-09-11 22:35:45.094509452,Corrective,3,27
2020-09-12 02:06:00.756075608,Preventive,23,40
2020-09-12 05:36:16.417641764,Corrective,12,41
2020-09-12 09:06:32.079207920,Preventive,7,33
2020-09-12 12:36:47.740774076,Preventive,5,38
2020-09-12 16:07:03.402340232,Routine,7,33
2020-09-12 19:37:19.063906388,Preventive,18,12
2020-09-12 23:07:34.725472548,Corrective,14,3
2020-09-13 02:37:50.387038704,Preventive,17,27
2020-09-13 06:08:06.048604860,Corrective,9,4
2020-09-13 09:38:21.710171016,Routine,3,28
2020-09-13 13:08:37.371737172,Preventive,2,19
2020-09-13 16:38:53.033303328,Corrective,17,40
2020-09-13 20:09:08.694869488,Corrective,19,16
2020-09-13 23:39:24.356435644,Preventive,12,39
2020-09-14 03:09:40.018001800,Preventive,18,43
2020-09-14 06:39:55.679567956,Preventive,17,38
2020-09-14 10:10:11.341134112,Preventive,14,38
2020-09-14 13:40:27.002700268,Routine,19,27
2020-09-14 17:10:42.664266424,Preventive,1,17
2020-09-14 20:40:58.325832584,Routine,17,31
2020-09-15 00:11:13.987398740,Routine,9,34
2020-09-15 03:41:29.648964896,Routine,7,42
2020-09-15 07:11:45.310531052,Routine,7,1
2020-09-15 10:42:00.972097208,Preventive,20,36
2020-09-15 14:12:16.633663364,Routine,13,26
2020-09-15 17:42:32.295229524,Routine,21,21
2020-09-15 21:12:47.956795680,Corrective,16,39
2020-09-16 00:43:03.618361836,Preventive,2,18
2020-09-16 04:13:19.279927992,Corrective,12,8
2020-09-16 07:43:34.941494148,Routine,13,47
2020-09-16 11:13:50.603060304,Routine,18,4
2020-09-16 14:44:06.264626460,Preventive,19,23
2020-09-16 18:14:21.926192620,Routine,9,10
2020-09-16 21:44:37.587758776,Routine,12,37
2020-09-17 01:14:53.249324932,Corrective,8,15
2020-09-17 04:45:08.910891088,Preventive,12,8
2020-09-17 08:15:24.572457244,Corrective,14,14
2020-09-17 11:45:40.234023400,Corrective,22,31
2020-09-17 15:15:55.895589560,Routine,16,20
2020-09-17 18:46:11.557155716,Corrective,11,44
